V1,V3,V5,V7,V8,V10
2187.7333,-0.0034,2834.0,608.17,-0.0044,75.2
2230.4222,-0.0148,2853.0,620.3582,0.0017,81.0
2186.4111,0.0013,2936.0,625.9636,0.0287,96.5
2199.0333,-0.0033,2936.0,625.2945,0.0277,123.7
2233.3667,-0.0072,2865.0,645.7636,-0.0048,123.1
2233.3667,0.0055,2865.0,635.4936,0.021,119.3
2230.4222,0.0105,2853.0,618.2745,0.0288,122.5
2248.9,0.0007,2865.0,635.8891,0.0086,201.1
2248.9,-0.0066,2865.0,632.5727,0.0306,116.8
2248.9,0.0049,2865.0,638.63,0.0008,211.9
2195.1222,0.0013,2891.0,617.6045,0.0356,146.2
2196.2111,-0.0154,2865.0,635.6382,0.0223,150.5
2195.1222,0.0216,2936.0,627.5409,0.0258,71.9
2184.4333,-0.0031,2872.0,608.79,-0.0093,80.2
2224.6222,-0.0119,2887.0,619.35,0.027,197.9
2224.6222,-0.0024,2875.0,624.0573,0.0347,126.0
2270.2556,-0.0037,2845.0,631.9864,0.0299,102.3
2270.2556,-0.0027,2845.0,639.8027,-0.1003,158.7
2207.3889,0.0014,2845.0,634.9736,-0.0095,28.9
2208.8556,-0.0179,2936.0,625.3827,-0.0019,100.1
2201.0667,0.0116,2839.0,637.3145,0.052,84.7
2207.3889,-0.0044,2839.0,633.9082,0.0455,73.9
2207.3889,-0.0114,2845.0,640.8409,0.0217,58.7
2160.3667,-0.0138,2887.0,620.9409,0.0225,136.5
2203.9,0.0073,2848.0,618.9891,-0.0164,136.6
2257.1667,0.0058,2864.0,616.7164,-0.0038,148.8
2257.1667,-0.0056,2856.0,603.9627,0.0377,179.4
2223.0333,0.0204,2890.0,631.2591,0.0153,117.0
2190.4889,0.0032,2890.0,629.91,0.0195,211.9
2180.3778,0.0138,2849.0,621.0227,0.0472,141.5
2191.6667,0.0177,2864.0,618.6836,0.0415,186.2
2180.3778,-0.0056,2849.0,621.2864,0.0372,202.2
2197.3111,-0.0029,2910.0,612.82,0.0264,52.1
2197.3111,0.0064,2864.0,611.83,0.0481,167.8
2225.1777,0.017,2876.0,638.8782,0.0431,121.6
2191.6667,0.0115,2854.0,618.0982,0.0324,137.6
2223.1667,0.0088,2890.0,630.7564,-0.0108,116.4
2221.8445,0.0211,2849.0,620.7518,0.0012,229.6
2222.6778,0.0079,2936.0,627.26,0.0313,98.3
2169.4667,-0.0013,2864.0,615.4873,-0.0029,128.7
2221.5778,0.014,2890.0,632.2182,0.0077,92.9
2180.3778,0.0137,2856.0,607.1155,0.0289,102.7
2180.3778,0.0092,2910.0,607.6555,0.0397,53.5
2174.8666,0.0067,2875.0,634.2891,0.0216,184.0
2166.5222,-0.008,2859.0,605.4255,-0.0208,99.0
2166.5222,0.005,2859.0,597.61,-0.0074,146.9
2166.5222,0.0034,2856.0,607.94,-0.0007,143.1
2166.5222,0.011,2887.0,623.1345,-0.04,172.4
2169.4667,0.0067,2908.0,618.6736,-0.0374,254.0
2174.8666,0.0065,2859.0,613.8827,-0.0108,129.0
2172.9778,0.0052,2832.0,613.2182,0.0048,180.1
2180.6778,-0.0076,2910.0,610.4073,-0.0115,149.1
2166.5222,0.0146,2892.0,603.6827,-0.0218,162.0
2172.9778,0.0047,2864.0,616.1764,0.0143,57.4
2180.6778,0.0031,2859.0,608.1282,-0.0276,187.7
2166.5222,0.0033,2836.0,614.0282,-0.0332,181.2
2206.5112,0.0029,2910.0,613.17,-0.0329,133.1
2164.4111,0.0116,2832.0,595.3218,-0.0473,136.7
2223.8,0.0263,2849.0,621.2836,0.0365,160.8
2197.3111,-0.001,2832.0,611.5773,0.0016,131.1
2206.5112,-0.0042,2859.0,600.7445,-0.0275,228.7
2220.5445,0.0044,2875.0,626.81,-0.021,158.2
2206.5112,0.003,2892.0,611.3773,-0.0248,157.4
2246.4889,-0.0023,2832.0,608.3618,-0.0333,198.1
2187.5222,0.0071,2891.0,597.3318,0.0267,171.6
2202.7111,0.0068,2862.0,608.1364,-0.0277,130.6
2202.7111,0.0136,2915.0,613.58,-0.0447,153.9
2202.7111,0.007,2864.0,613.01,-0.0366,143.7
2246.4889,0.009,2888.0,620.7982,-0.019,150.9
2220.5445,0.0077,2910.0,611.83,-0.0159,128.2
2246.4889,-0.0058,2915.0,616.6455,-0.0135,206.1
2191.6667,0.0076,2910.0,613.8764,-0.0134,127.6
2191.6667,0.0011,2910.0,606.8355,-0.0319,105.6
2220.5445,0.0064,2832.0,609.9064,-0.0331,122.0
2199.3334,-0.0042,2906.0,611.2491,0.0189,128.4
2191.6667,-0.0029,2892.0,619.2591,-0.036,169.7
2183.4333,0.0022,2906.0,613.6809,0.0336,145.8
2191.6667,0.0022,2888.0,622.63,-0.0404,120.9
2183.4333,-0.0042,2875.0,622.8191,-0.0385,109.1
2246.4889,-0.0099,2910.0,612.3109,-0.0426,171.7
2183.4333,-0.0016,2888.0,624.5064,-0.0278,116.1
2246.4889,-0.001,2875.0,629.4655,-0.0029,127.5
2239.3,0.0064,2859.0,603.5291,-0.022,141.8
2202.7111,0.0165,2906.0,620.4782,0.0307,122.1
2246.4889,0.0033,2888.0,619.6709,-0.0276,139.3
2199.3334,-0.0044,2891.0,605.5045,0.0269,44.1
2199.3334,-0.0111,2891.0,602.0091,0.0024,66.4
2183.4556,0.0007,2849.0,613.0836,-0.0299,40.3
2265.1889,0.023,2849.0,615.8845,-0.0164,32.0
2191.9,-0.0009,2891.0,598.2927,0.0273,106.2
2265.1889,-0.0098,2808.0,626.0173,-0.0165,124.4
2174.8666,0.0349,2864.0,618.0136,-0.0013,85.5
2246.4889,-0.0167,2832.0,611.5009,0.0389,40.7
2193.1555,0.0008,2908.0,599.6655,0.0129,129.1
2172.3666,0.0043,2854.0,604.4064,0.0379,87.5
2180.1556,0.007,2891.0,596.9864,0.0352,62.4
2191.6667,0.0006,2875.0,631.4736,-0.0264,144.3
2265.1889,0.0028,2849.0,620.8382,-0.0315,84.9
2183.4556,0.0194,2849.0,617.4573,-0.0334,187.1
2232.5889,0.0053,2910.0,596.9264,-0.0343,164.3
2265.1889,0.0041,2849.0,621.5145,-0.0383,51.3
2209.9222,-0.0046,2849.0,612.2727,-0.0416,110.9
2213.7667,0.0004,2908.0,614.07,0.0317,116.2
2265.1889,-0.0024,2834.0,615.5427,-0.0167,141.6
2191.9,-0.0093,2894.0,622.3855,0.0365,125.4
2220.7111,0.0169,2906.0,611.7545,0.0138,218.8
2171.9,0.0044,2899.0,617.0082,0.0129,152.3
2172.3666,0.0094,2906.0,610.43,0.024,162.4
2171.9,0.0026,2908.0,618.9864,0.0275,131.5
2171.9,-0.0063,2870.0,621.1409,-0.0011,123.3
2220.7111,0.0153,2836.0,613.6064,-0.0361,185.9
2197.8445,0.0118,2906.0,617.9164,0.0377,65.4
2197.8667,0.0029,2856.0,611.5891,-0.028,152.5
2210.6111,0.0152,2892.0,619.1182,-0.0399,106.5
2181.1555,0.0006,2894.0,617.8382,0.0219,154.4
2232.5889,0.0151,2875.0,634.3218,-0.0323,164.1
2178.1444,-0.0059,2899.0,622.09,0.0284,249.0
2232.5889,0.009,2908.0,617.7182,0.0227,72.0
2220.7111,0.0069,2899.0,618.6682,0.0261,169.3
2171.9,0.004,2875.0,623.51,-0.0138,122.1
2183.4556,-0.0068,2891.0,597.6182,0.0252,170.1
2171.9,-0.001,2875.0,619.4364,0.0248,127.0
2222.3222,0.0006,2915.0,616.1336,-0.022,120.0
2222.3333,-0.0007,2892.0,612.0164,0.0167,108.5
2239.4223,-0.0002,2878.0,636.1173,-0.0251,94.1
2196.6555,0.0033,2894.0,600.8955,-0.0051,144.3
2191.9,0.014,2875.0,619.7018,-0.0339,170.6
2239.4223,-0.0057,2878.0,635.9182,-0.002,35.4
2232.5889,-0.0045,2859.0,604.89,-0.042,142.7
2220.4444,-0.0013,2892.0,614.45,-0.0261,146.6
2183.4556,0.0083,2904.0,605.8645,-0.0415,179.7
2171.9,0.0074,2894.0,598.3727,0.021,164.3
2196.6555,0.0028,2892.0,613.1073,-0.0311,246.0
2172.3666,0.0056,2891.0,591.5455,0.035,156.8
2242.2444,-0.0004,2899.0,623.5573,0.0419,187.1
2222.3222,0.0098,2864.0,619.4227,-0.0527,101.9
2178.1444,0.0124,2906.0,612.8382,0.0446,87.1
2178.1444,0.007,2899.0,619.2964,0.052,109.0
2171.9,0.0093,2894.0,613.9891,0.0387,222.2
2181.1555,-0.0149,2899.0,620.6755,0.0177,153.3
2224.4778,-0.0074,2841.0,616.8782,-0.0012,74.1
2224.4778,-0.0036,2841.0,608.7327,-0.0001,78.3
2196.6555,0.0136,2899.0,617.5745,0.0218,144.5
2222.3222,0.0036,2859.0,581.7773,-0.0425,160.0
2196.6555,-0.008,2859.0,600.5091,-0.0309,162.0
2196.6555,-0.0057,2915.0,621.9391,-0.0456,71.7
2222.3222,0.0067,2906.0,615.0864,-0.013,114.9
2242.2444,-0.0031,2904.0,614.3909,-0.0308,173.3
2224.4778,-0.0048,2878.0,635.4591,0.0235,177.3
2222.0,-0.0035,2894.0,589.64,0.0399,179.3
2219.8222,-0.0027,2830.0,615.4873,0.0446,102.4
2180.1556,-0.0029,2846.0,613.3427,-0.0017,211.5
2222.3222,0.0047,2908.0,616.5327,0.037,172.2
2242.2444,0.0085,2907.0,606.58,-0.0588,96.9
2196.6555,-0.0003,2910.0,621.1836,0.0171,151.3
2186.2667,-0.0088,2880.0,634.1618,0.0292,84.8
2181.6111,-0.0043,2864.0,614.0618,0.043,150.9
2208.0,0.0018,2870.0,632.4527,0.0192,95.8
2181.5111,0.0038,2889.0,624.1364,-0.0232,152.0
2184.8778,-0.0085,2830.0,605.9064,0.0061,226.1
2184.8778,-0.0196,2825.0,619.5764,0.0122,107.3
2221.9444,0.0026,2878.0,616.3218,-0.0056,125.5
2184.8778,-0.0133,2825.0,615.4473,-0.0331,164.8
2181.6111,0.0059,2891.0,601.3382,0.0338,148.9
2217.7556,0.0041,2830.0,611.3327,0.0186,114.6
2221.9444,0.0082,2880.0,624.7255,-0.0183,42.4
2218.7889,-0.0038,2825.0,614.0909,-0.0162,137.9
2184.8778,0.0003,2827.0,604.7391,0.0084,74.7
2218.7889,-0.0008,2825.0,616.4127,-0.0131,134.1
2184.8778,0.0032,2827.0,605.9909,0.0252,69.3
2221.9444,-0.0013,2878.0,625.27,0.0089,169.8
2184.8778,-0.0042,2849.0,615.2791,-0.0263,155.4
2221.9444,0.0146,2878.0,613.7136,0.0,97.5
2248.4222,0.0177,2906.0,615.7773,0.0759,187.4
2234.6111,0.0031,2885.0,631.8491,-0.0016,157.6
2248.4222,0.008,2910.0,623.9345,0.0323,118.0
2248.4222,0.0035,2901.0,608.4018,0.0441,98.6
2248.4222,0.006,2889.0,605.2236,-0.0185,39.2
2234.6111,-0.0117,2892.0,616.4609,0.0154,95.4
2256.1222,0.0001,2895.0,588.2882,-0.0182,169.3
2221.9444,0.0033,2868.0,614.2455,-0.0052,89.9
2256.1222,-0.0013,2849.0,606.91,-0.0016,190.0
2221.9444,0.0042,2878.0,633.6118,-0.009,164.2
2228.0555,0.0027,2908.0,602.3136,0.0325,37.7
2234.6111,-0.0146,2887.0,619.3755,0.0271,196.5
2220.7111,-0.0011,2909.0,617.7536,0.0291,102.7
2221.9444,0.008,2880.0,627.4173,-0.018,171.6
2221.9444,0.0097,2877.0,614.4718,-0.0153,153.5
2221.9444,0.0285,2880.0,626.8609,0.0064,102.5
2138.8778,0.0107,2894.0,611.5936,0.0331,143.1
2171.8111,0.0129,2816.0,631.7745,0.0278,150.3
2171.8111,0.0097,2816.0,628.6464,0.0362,46.6
2139.2667,0.0095,2827.0,608.9473,0.039,164.2
2191.7889,0.0114,2816.0,635.5,0.0214,59.9
2139.2667,0.0097,2827.0,608.7764,0.0215,146.1
2220.7111,0.0097,2854.0,619.7764,0.045,160.7
2304.2111,0.0126,2901.0,604.3445,-0.0093,125.5
2177.1667,0.013,2830.0,615.0882,0.024,73.7
2223.4,0.01,2888.0,615.2755,0.0,117.4
2146.8555,-0.0106,2827.0,606.7182,0.0169,128.5
2165.6222,-0.0119,2816.0,632.7136,0.0195,131.8
2192.6889,-0.0192,2888.0,603.3,-0.0067,45.4
2280.8222,0.0039,2833.0,614.1391,-0.0168,51.9
2205.2889,0.0012,2870.0,624.5164,0.0566,172.7
2212.7111,0.0033,2821.0,611.1245,-0.0318,189.0
2212.7111,0.0093,2824.0,608.6109,-0.0338,101.8
2184.8889,-0.0137,2816.0,626.17,0.0167,110.5
2187.4444,0.003,2845.0,620.2264,0.0567,148.5
2211.3889,-0.0135,2824.0,607.6336,0.0673,143.4
2205.2889,0.0084,2870.0,623.3055,0.0366,105.5
2205.4667,-0.0019,2870.0,630.3318,0.0303,96.8
2216.9556,-0.0015,2821.0,611.4836,-0.0228,109.9
2230.0333,0.0117,2835.0,613.2836,-0.0236,53.1
2179.0445,0.0092,2835.0,605.3018,-0.0098,22.0
2185.9333,-0.0106,2819.0,617.3018,-0.0297,136.3
2205.2889,0.0071,2831.0,608.1227,0.0483,206.2
2205.2889,-0.0143,2845.0,622.1982,0.0462,93.2
2211.3889,-0.0018,2866.0,613.9382,-0.0611,233.1
2273.7556,0.0047,2835.0,613.8309,-0.0558,137.7
2233.7666,-0.0023,2822.0,606.8491,-0.0429,151.8
2233.7666,-0.0127,2821.0,612.0127,-0.0569,150.7
2225.5889,-0.0008,2824.0,609.3136,0.0227,121.2
2205.2889,-0.0034,2845.0,619.9673,0.0641,163.9
2185.9333,-0.0063,2824.0,631.5845,-0.0177,148.2
2197.6444,0.0018,2866.0,612.27,-0.0609,66.7
2197.6444,-0.0113,2866.0,616.9745,-0.0264,127.3
2197.6444,-0.0061,2866.0,614.0473,-0.0376,125.0
2197.6444,-0.0068,2902.0,627.4109,-0.0369,195.6
2179.0445,0.0004,2824.0,607.5818,-0.0253,86.7
2185.9333,-0.0119,2870.0,626.7036,-0.0246,199.2
2185.9333,-0.0015,2833.0,614.6055,-0.033,96.7
2214.0556,-0.0055,2897.0,628.3636,-0.0357,117.7
2204.9223,-0.0008,2831.0,624.3873,-0.0092,92.3
2231.9556,-0.0037,2831.0,614.52,-0.0114,76.0
2177.3222,-0.0001,2823.0,610.0755,-0.0443,93.4
2197.6444,-0.0016,2902.0,627.4355,-0.033,169.5
2230.0333,-0.0181,2829.0,604.6173,-0.0141,83.3
2185.9333,0.0086,2829.0,616.1809,0.0255,123.6
2230.0333,-0.0225,2829.0,607.0309,-0.0537,181.2
2197.2667,-0.0034,2830.0,608.44,-0.0069,111.0
2191.1111,0.0104,2822.0,611.8627,-0.0522,129.0
2185.9333,-0.0088,2828.0,606.8264,-0.031,140.3
2181.1555,-0.003,2829.0,614.0418,0.0367,152.7
2204.9223,0.0134,2831.0,607.3436,0.0283,71.7
2280.8222,-0.0087,2833.0,606.9991,-0.0284,184.1
2177.3222,0.0073,2866.0,618.0736,-0.0418,47.1
2177.3222,-0.0089,2909.0,625.8582,0.0683,128.4
2195.7666,-0.0043,2823.0,595.7927,0.0278,100.5
2195.7666,-0.0025,2819.0,599.2782,0.0191,100.2
2185.8111,-0.005,2914.0,632.2982,-0.0406,96.5
2178.7333,-0.0064,2830.0,607.67,0.0433,115.1
2185.8111,-0.0012,2866.0,619.0827,-0.0383,139.8
2197.2667,-0.0037,2863.0,617.2,-0.0381,102.5
2244.1111,0.0101,2819.0,597.3964,0.0336,114.7
2197.6444,0.0008,2859.0,616.9991,-0.0505,119.7
2244.1111,-0.0019,2913.0,634.3027,0.0286,135.9
2244.1111,0.0057,2859.0,610.72,-0.0318,219.9
2243.7778,-0.0044,2835.0,614.5473,0.0435,132.4
2176.6334,0.0012,2910.0,627.5982,-0.0544,155.4
2197.2667,-0.0044,2830.0,607.7136,-0.01,128.4
2176.6334,0.0004,2863.0,615.3073,-0.0454,101.5
2243.7778,0.0023,2819.0,608.7718,-0.047,228.3
2177.3222,0.0029,2828.0,609.9709,0.0206,154.0
2243.7778,-0.0013,2802.0,611.9664,-0.0473,222.6
2177.3222,0.0112,2859.0,620.2645,-0.034,79.7
2243.7778,0.0021,2909.0,625.4055,0.0353,51.2
2197.2667,0.0026,2902.0,628.3745,-0.0412,67.1
2185.8111,0.0027,2833.0,603.6536,-0.0313,140.6
2243.7778,-0.0103,2909.0,627.2418,0.0721,99.3
2243.7778,0.0015,2819.0,615.0291,-0.0275,33.5
2183.5777,-0.0054,2833.0,609.7145,-0.0389,100.7
2244.1111,0.0017,2835.0,608.5264,-0.0233,166.4
2178.7333,-0.0032,2823.0,608.7309,-0.0304,76.9
2243.7778,0.0073,2909.0,626.2209,0.0417,199.0
2244.1111,0.0069,2824.0,607.4473,-0.0065,186.6
2244.1111,0.001,2897.0,641.9645,0.017,54.2
2243.7778,0.0118,2830.0,612.8,-0.0101,61.9
2178.7333,0.0004,2909.0,630.7636,0.0507,174.8
2185.8111,-0.0147,2866.0,614.6591,-0.0087,137.9
2243.7778,-0.0017,2897.0,628.2818,0.0758,112.3
2201.5777,0.0068,2819.0,611.7655,-0.0324,176.0
2243.7778,0.0067,2823.0,609.6045,-0.0316,94.3
2177.3222,0.0012,2828.0,609.8309,0.0568,134.6
2194.6444,0.0306,2859.0,611.0009,-0.0658,77.9
2214.7111,0.0076,2801.0,619.29,-0.0183,91.2
2194.6444,0.007,2830.0,602.5555,0.0225,136.9
2194.6444,0.0113,2902.0,625.84,-0.0562,122.8
2214.7111,-0.0113,2833.0,608.7009,0.0464,135.8
2214.7111,0.0022,2828.0,608.8491,0.041,93.2
2218.5778,-0.0025,2828.0,607.6764,-0.0442,137.2
2178.7333,-0.0046,2908.0,635.5618,0.046,222.6
2244.1111,-0.0037,2816.0,620.8718,-0.0178,143.3
2214.7111,0.053,2802.0,611.0773,-0.0489,90.5
2194.6444,-0.0093,2861.0,617.5136,-0.0359,33.6
2201.5777,0.0028,2859.0,618.22,0.0739,85.9
2214.7111,-0.0046,2897.0,631.0582,0.0486,89.8
2224.0,0.0024,2830.0,611.3082,-0.0215,157.7
2185.8111,-0.0042,2802.0,596.4182,0.0353,197.8
2218.5778,-0.0105,2835.0,610.4491,-0.0438,183.2
2218.5778,0.0396,2822.0,614.3818,0.0344,200.5
2202.4333,-0.0073,2828.0,601.6464,0.0551,56.5
2201.5777,-0.002,2828.0,604.8227,0.0377,141.7
2195.5333,-0.0103,2821.0,598.3609,0.02,191.2
2238.5444,0.0057,2843.0,623.6509,-0.0334,117.7
2224.0,-0.0067,2801.0,621.0264,-0.0183,116.4
2201.5777,-0.0145,2821.0,587.9964,-0.0369,157.4
2195.5333,-0.0006,2833.0,610.8391,-0.033,126.7
2214.7111,-0.0052,2902.0,629.0709,-0.0465,222.0
2214.7111,0.0016,2824.0,602.9718,-0.0383,114.7
2178.7333,-0.0025,2909.0,624.6418,-0.0263,172.5
2214.7111,-0.0057,2828.0,610.0518,0.0519,135.4
2214.7111,0.005,2823.0,609.9336,0.0107,112.6
2238.5444,-0.0076,2835.0,601.11,-0.0349,119.8
2238.5444,-0.0075,2902.0,633.4954,-0.0381,55.3
2196.6889,-0.0185,2866.0,606.9455,-0.0472,110.8
2196.6889,-0.0135,2821.0,608.03,-0.0376,160.1
2218.5778,0.0366,2861.0,625.28,-0.0207,176.8
2201.5889,-0.0068,2830.0,608.1973,-0.0478,223.1
2224.0,-0.022,2861.0,626.9545,-0.0409,88.3
2180.9666,0.0103,2830.0,610.3745,-0.0269,185.4
2196.6889,-0.0034,2828.0,613.6609,0.0503,146.8
2196.6889,-0.0151,2914.0,630.1173,0.0628,74.2
2238.5444,0.0024,2823.0,614.6764,-0.0291,187.0
2238.5444,0.0058,2909.0,619.9836,-0.0374,174.4
2224.0,-0.0054,2821.0,610.13,-0.0084,128.2
2194.2889,0.0084,2834.0,611.0664,0.0291,145.7
2177.3222,0.0003,2833.0,621.3336,0.0654,110.9
2238.5444,-0.0014,2823.0,615.6173,-0.0153,58.5
2207.0444,0.0072,2830.0,609.3745,-0.0427,124.7
2205.2222,0.0031,2873.0,622.4182,-0.0023,143.9
2197.6778,0.0044,2843.0,631.3464,0.0374,86.6
2208.4444,-0.0036,2824.0,616.0955,-0.0398,169.7
2196.6889,0.0026,2821.0,597.2918,0.0336,146.7
2204.2667,0.0086,2823.0,606.8073,-0.023,113.0
2224.0,-0.0051,2821.0,614.7745,-0.0639,100.1
2207.0444,-0.0032,2866.0,610.98,0.0718,96.6
2201.5777,0.006,2821.0,582.4818,0.0353,197.3
2197.2333,0.001,2825.0,610.8109,0.0157,96.3
2197.2333,0.0082,2825.0,601.6855,0.0257,166.4
2197.2333,-0.0023,2820.0,608.3127,0.0438,89.4
2180.9666,-0.0113,2822.0,611.8491,0.029,90.5
2197.6778,0.0016,2821.0,600.6009,-0.0228,76.6
2218.0555,0.0049,2824.0,607.1264,-0.0259,148.1
2180.9666,0.0057,2801.0,616.5755,0.0387,162.0
2197.6778,0.0039,2909.0,628.22,0.0507,197.2
2194.2889,0.0105,2830.0,622.1827,-0.0341,186.0
2197.2333,0.0107,2873.0,623.8827,-0.0147,86.1
2238.5444,0.0117,2828.0,611.3682,0.033,161.6
2218.5778,0.0141,2902.0,637.8855,0.0308,185.8
2198.7222,0.0087,2824.0,608.7982,-0.0373,72.7
2170.5444,0.0052,2821.0,622.3518,-0.0381,157.3
2196.6889,-0.0162,2824.0,605.0264,-0.0522,43.1
2208.4444,0.0069,2820.0,610.8955,-0.0043,187.4
2208.4444,0.0083,2822.0,614.6018,0.0367,112.4
2186.9889,0.0031,2859.0,610.3173,-0.0328,68.5
2218.0555,0.0048,2913.0,633.6936,0.0782,106.0
2218.0555,0.0097,2861.0,606.8545,0.0263,130.4
2218.0555,0.0039,2861.0,617.3936,-0.0321,142.4
2224.0,-0.0017,2866.0,611.9973,0.0281,132.5
2197.6778,0.0004,2822.0,611.1118,0.0404,105.2
2218.5778,0.0089,2828.0,627.7345,0.0523,207.1
2198.7222,0.0178,2824.0,608.6636,0.0431,161.8
2224.0,0.0101,2811.0,599.1491,0.0423,96.2
2186.9889,0.0015,2825.0,610.4564,0.043,168.2
2186.9889,0.0107,2902.0,627.1736,-0.0552,136.1
2178.0778,-0.0324,2862.0,620.8991,-0.0334,128.9
2208.4444,0.0111,2801.0,619.1936,0.014,119.0
2186.9889,0.0013,2821.0,606.02,-0.0477,188.2
2186.9889,0.0137,2821.0,607.0473,-0.0432,150.0
2198.7222,0.0087,2824.0,610.3036,-0.0442,113.9
2197.6778,0.0095,2861.0,622.3455,-0.0189,74.7
2238.5444,-0.0017,2870.0,620.7318,0.0065,120.8
2196.8,0.0041,2820.0,606.7309,0.0374,104.4
2170.5444,0.0099,2821.0,604.3945,-0.0578,116.7
2218.0555,-0.0021,2913.0,638.0791,0.0074,102.3
2197.6778,-0.0046,2802.0,597.1818,-0.0345,47.0
2205.2222,-0.0329,2820.0,606.4227,0.0357,107.1
2198.7222,0.0072,2861.0,622.5836,-0.0044,164.8
2207.0444,0.0152,2830.0,610.0327,-0.0155,125.1
2197.2333,0.0029,2819.0,608.2509,-0.0413,209.7
2197.2333,-0.0064,2897.0,629.6191,0.0322,127.4
2196.8,-0.0036,2914.0,630.4945,0.0389,167.1
2213.7556,-0.0052,2820.0,607.8545,0.0398,108.7
2186.9889,0.0019,2823.0,611.0473,-0.0635,145.7
2198.7222,0.0091,2861.0,621.3155,-0.0497,107.5
2196.8,-0.0289,2910.0,633.6645,-0.0295,158.3
2205.2222,-0.0001,2824.0,604.8864,-0.0407,136.8
2206.4222,-0.0013,2909.0,618.6455,-0.0204,215.1
